# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
875.0000 M24 10000 6 155.0000 P31 P42 297 N P31->V163->V189->P55->P116->V193->P42
1499.0000 M37 10000 12 389.0000 V152 V161 293 N V152->V172->P133->P89->P142->P107->P30->V153->V169->V195->V154->P109->V161
1914.0000 M56 10000 2 234.0000 P88 P50 296 N P88->V167->P50
2148.0000 M70 10000 2 48.0000 P39 V179 299 N P39->P4->V179
2484.0000 M5 10000 8 2334.0000 P79 P75 261 N P79->P98->P126->V190->P31->P7->P93->P71->P75
2732.0000 M88 10000 2 92.0000 V195 P113 298 N V195->V165->P113
2755.0000 M3 10000 37 2665.0000 P108 P32 255 N P108->V192->V169->V174->V162->V156->V177->P43->V173->V198->P147->P64->V153->V178->V150->V160->V190->P114->P40->P115->P78->V166->P69->V185->P112->V155->V186->V151->V189->P21->V175->V187->V194->V170->P89->V172->P124->P32
2806.0000 M25 10000 34 2056.0000 P3 V162 265 N P3->P112->V191->P107->P142->P24->V161->P29->P47->V155->P30->V156->P89->V150->P48->P51->V159->V166->P59->V198->V174->P140->P139->P46->P97->P70->P80->V173->P36->V167->P143->P62->V182->P39->V162
3144.0000 M1 10000 48 3114.0000 P38 V151 248 N P38->P122->V172->P128->V179->P127->V190->P125->P142->P124->P30->P22->P91->V167->V164->P57->P95->P5->P140->V174->V198->P97->P19->P115->V162->P109->V197->P34->V186->V170->P29->V191->V158->P99->V182->V173->P113->P50->V193->P148->V165->P111->P123->V188->P7->P42->V160->V185->V151
3335.0000 M103 10000 5 245.0000 V174 P16 295 N V174->V154->V176->P22->V197->P16
3486.0000 M105 10000 11 336.0000 P140 P56 294 N P140->P0->V159->V157->V168->V177->V184->P125->V163->P60->P36->P56
3505.0000 M66 10000 23 1525.0000 V193 V174 274 N V193->V192->V176->V171->V184->V168->P96->V163->V190->V191->V154->P19->P59->P105->V187->V175->P119->V182->V165->P68->V158->V189->V162->V174
3981.0000 M61 10000 37 2151.0000 P5 P89 264 N P5->V151->P83->V154->P119->V184->P95->V162->V182->P124->V175->V172->P113->V167->V169->P86->P70->P141->V188->P120->P130->P133->P126->V189->V193->V176->P34->V196->V191->V157->V168->P64->V171->V190->V160->V197->V181->P89
4179.0000 M78 10000 35 1839.0000 V184 V198 269 N V184->V186->V154->V193->V189->P142->V155->V151->P112->P15->V192->V178->V172->V166->V194->P9->V176->P47->P140->V163->V170->P0->P49->P60->P125->P36->P56->V160->V150->V187->P136->P111->V169->V191->V179->V198
4401.0000 M134 10000 3 381.0000 P91 V192 293 N P91->P27->P137->V192
4405.0000 M138 10000 2 265.0000 P126 V194 295 N P126->P144->V194
4592.0000 M117 10000 14 1082.0000 P55 V163 281 N P55->P84->V161->V156->V174->V151->P43->V168->V175->V186->P99->P124->P6->P148->V163
4717.0000 M112 10000 28 1357.0000 P75 V190 277 N P75->V197->P118->V174->V173->P87->P18->V179->V165->P94->P5->V164->V185->P16->P145->V195->P70->P130->V183->P2->V176->V152->V160->V167->V187->V188->P126->V182->V190
4784.0000 M122 10000 13 1124.0000 P149 V187 281 N P149->P81->V188->P48->V175->P90->V158->V154->P11->P134->V166->V161->V177->V187
4831.0000 M159 10000 2 61.0000 P117 P61 298 N P117->V177->P61
4886.0000 M155 10000 8 236.0000 P2 V161 296 N P2->V174->V180->P139->V150->P126->V151->V181->V161
4896.0000 M15 10000 60 4446.0000 P62 P31 225 N P62->P41->V196->V172->V190->V181->V191->V156->V164->P77->V182->V187->V186->V198->P75->P65->P111->P68->V194->P85->P78->P61->P15->P119->P20->P131->V193->V192->P72->V154->V151->V175->P108->V162->V169->P60->P32->P124->P89->V166->V161->V170->V168->V184->V163->V159->V157->P136->P102->P9->V150->V160->V176->V174->P58->V153->V189->P140->P80->P53->P31
5156.0000 M157 10000 10 446.0000 P112 P85 292 N P112->V161->V180->P27->V181->V153->P2->V195->V170->V197->P85
5169.0000 M102 10000 17 2109.0000 V171 P75 264 N V171->V152->V161->V158->V187->V173->V183->P69->V177->P127->V180->P23->V189->P135->V178->P83->V162->P75
5374.0000 M62 10000 33 3514.0000 P14 V181 241 N P14->V153->V190->P8->V157->V166->V197->P103->V172->P129->V184->P102->P42->V165->P73->V151->P149->P100->V156->V179->P79->P121->P115->P37->P117->P71->P92->V182->P118->V194->P52->V150->V160->V181
5647.0000 M18 10000 39 5107.0000 P144 V174 214 N P144->P10->V191->P131->P34->P48->V154->V172->P139->V162->P29->V161->P33->V198->V153->V178->V189->P125->V160->P109->P45->V157->P110->V181->V159->V150->P54->P115->V195->V173->P129->P114->V193->P92->V196->V171->V185->P137->V152->V174
5854.0000 M23 10000 48 5164.0000 P74 V184 213 N P74->V153->V162->P81->V187->V195->V173->V192->V182->V176->V194->P21->V183->V151->V155->V169->V159->V197->P41->P15->P102->P142->P56->V191->P140->V189->V198->V179->V168->P58->V161->P49->P53->P80->V190->V177->V175->P125->V154->V167->P55->V178->V152->V156->P99->P116->V174->P148->V184
6439.0000 M97 10000 37 3529.0000 V188 V185 241 N V188->V176->P73->V151->V197->V195->P149->V179->V156->P79->V184->P109->V163->P22->P137->V173->P115->P121->P71->V183->P37->P117->V182->V187->V168->P91->P13->P38->V177->V181->V153->P126->P50->P34->P77->P0->V190->V185
6455.0000 M181 10000 10 1025.0000 P136 V182 282 N P136->V197->P66->P127->V168->V189->V193->P102->V194->P78->V182
6483.0000 M87 10000 41 3873.0000 P59 V167 235 N P59->P19->P105->V192->V181->V187->V175->P119->V182->V165->P68->V158->V190->P70->P141->V188->P120->P130->P133->P126->V189->P113->V151->P12->V162->V183->V180->V178->P148->P123->V177->V169->P15->P35->V196->V157->V171->P58->V194->P28->P94->V167
6785.0000 M200 10000 22 785.0000 P69 V156 286 N P69->V152->V155->P119->P60->V189->P47->P11->V187->P54->V176->V164->P114->V181->P109->P62->V192->V184->V179->P72->V167->P85->V156
6813.0000 M35 10000 42 5763.0000 V193 V173 203 N V193->V154->V175->V155->P94->P102->V186->V168->V184->V190->V162->V179->P63->V180->P56->V156->V157->P149->P45->P98->P61->V159->V188->V189->V182->P29->V187->P87->P47->V177->P129->P118->V151->V194->V152->V171->P92->V172->P20->P53->V153->V191->V173
6825.0000 M194 10000 20 1005.0000 P60 V156 283 N P60->P85->V155->V169->P69->V152->P139->P43->V176->V189->P114->V164->P109->P62->V179->V168->V192->P135->V184->V167->V156
6994.0000 M175 10000 20 1744.0000 P100 V186 270 N P100->V158->V157->P96->V193->V182->V194->V198->V152->V172->V169->V180->V174->V177->V162->P49->P131->P148->P36->P141->V186
7189.0000 M79 10000 50 4819.0000 V165 P83 219 N V165->V152->V168->P76->P106->V167->V193->V172->V186->V179->P145->P18->V185->V160->V195->P5->V164->V169->P2->V192->V178->V176->V153->V181->V180->P126->P27->V170->V197->P85->P60->P3->V196->P95->V155->V171->V159->P69->V190->P109->V189->P43->P62->P114->V184->P135->P11->V156->V158->V173->P83
7190.0000 M27 10000 75 6380.0000 P131 P83 193 N P131->V191->V169->V171->V155->V177->V190->P56->V184->P63->V179->P23->V197->P103->V172->P129->P6->P53->V192->V175->P1->P50->P65->P111->P25->P82->P139->V166->P117->V164->P101->V170->V188->V186->P45->V150->V194->V183->P128->P75->P95->V178->P119->P5->V195->V151->V161->V168->V185->P27->V153->V163->V157->P109->V196->V174->P3->V152->V159->P60->P85->V167->P47->P114->P69->P54->V189->V176->V187->P11->V181->P62->V156->V158->V173->P83
