# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
1444.0000 M30 10000 15 544.0000 V168 V189 290 N V168->V192->V163->V185->P85->V193->P28->P147->P92->V179->V190->V181->V157->P18->V169->V189
1445.0000 M32 10000 11 485.0000 P143 P89 291 N P143->P81->P137->V191->P106->P122->P7->V168->P95->P135->V177->P89
1447.0000 M45 10000 1 97.0000 P25 P38 298 N P25->P38
1959.0000 M65 10000 2 9.0000 V153 V168 299 N V153->V167->V168
2090.0000 M25 10000 8 1340.0000 P3 V162 277 N P3->V153->V181->P114->P43->P26->P104->P75->V162
2241.0000 M10 10000 38 1941.0000 P33 P39 267 N P33->P71->V191->P2->P76->P81->P144->P60->P25->V187->V172->V171->P122->V188->V150->P116->V197->V167->V194->P89->P11->V177->P95->P135->V175->V178->P7->V169->V183->P55->V162->V176->V180->V166->V158->P52->P129->P92->P39
2804.0000 M52 10000 15 1244.0000 P82 V163 279 N P82->V164->V193->V186->P125->P97->P9->V169->V160->P17->P115->P32->P18->V191->V157->V163
2992.0000 M71 10000 11 862.0000 P124 P120 285 N P124->V153->P115->V162->V178->P58->P35->P74->P132->P77->P20->P120
3280.0000 M42 10000 32 2020.0000 P1 V177 266 N P1->P131->P5->V183->P115->V164->P40->P71->P72->P94->P103->P124->P25->V153->V162->P149->V160->V157->P75->P18->P32->V193->P108->P36->P138->V159->V163->P76->V179->V170->P47->V195->V177
3351.0000 M43 10000 26 2061.0000 P141 P95 265 N P141->V173->P101->P102->P139->V195->P43->V176->P21->P91->V186->P14->P120->V179->P36->P123->P83->V193->V152->P35->P137->V185->P130->V187->V169->V198->P95
3692.0000 M96 10000 13 812.0000 P67 P55 286 N P67->P99->P32->P108->P95->V198->P43->P138->P109->P34->P9->P1->P19->P55
3713.0000 M72 10000 26 1553.0000 P97 V158 274 N P97->P125->P9->V169->V160->P17->P115->P32->P18->V193->P108->P36->P138->V159->V163->P76->V170->V179->P47->V195->V155->V177->V188->P147->P44->V187->V158
4096.0000 M122 10000 7 436.0000 P149 V187 292 N P149->P6->P126->P132->P12->V177->P38->V187
4194.0000 M113 10000 12 804.0000 V173 P56 286 N V173->V165->P4->V179->P22->V166->V152->V159->P74->V181->V155->P17->P56
4486.0000 M123 10000 11 796.0000 P25 P4 286 N P25->V159->V152->V166->V188->P31->V184->V198->V193->P47->P22->P4
4497.0000 M36 10000 61 3417.0000 P13 P69 243 N P13->V189->P11->P89->V177->P95->P135->V175->V167->P7->V178->P55->V169->V187->V157->V193->P142->V185->V153->V166->P85->V190->V183->V161->V196->V176->P38->V192->V151->V191->V181->P128->P144->P15->V180->P100->V170->P49->V164->P146->V154->V194->P90->V165->V162->V171->P28->P136->V182->V163->P107->P94->V160->V168->P3->V179->P68->P84->V155->P119->P35->P69
5041.0000 M121 10000 21 1411.0000 P43 V151 276 N P43->P16->P138->P59->P1->P39->P117->P147->P126->P86->P42->P109->P123->P40->V150->P124->P93->P79->V192->P55->V196->V151
5369.0000 M64 10000 23 3449.0000 P148 P77 242 N P148->P34->P145->P1->P5->P101->V178->P23->P75->P127->V169->P97->V188->V175->V152->V183->P91->P65->V164->P10->P35->P90->V198->P77
5451.0000 M35 10000 69 4401.0000 V193 V173 226 N V193->P112->P30->V190->V181->P90->V179->V158->V183->V161->V185->V180->V154->V182->V157->V189->V169->P118->V156->V163->V152->P58->P82->P72->P48->P110->P124->P33->P37->P35->P120->V196->P75->P2->P51->P148->P108->V151->P73->P11->V187->P87->P89->P32->V159->P138->P43->P95->P34->P109->P86->P55->P93->P19->V170->V162->P130->V176->P103->P16->V150->P39->V165->P102->P126->P111->P132->P9->P147->V173
5551.0000 M185 10000 1 1.0000 P96 P136 299 N P96->P136
5659.0000 M106 10000 33 2479.0000 P73 V153 258 N P73->P87->P29->V183->V182->P1->P38->P138->P143->P117->V193->P114->P42->P86->P124->P109->V151->V176->V165->V187->V172->V155->P49->P129->P88->V161->V175->V160->P92->V170->V150->P57->P65->V153
5789.0000 M175 10000 16 539.0000 P100 V186 291 N P100->V191->V181->P123->V162->V153->V196->P31->P112->V150->V184->V178->P71->P134->V157->V161->V186
6066.0000 M112 10000 35 2706.0000 P75 V190 254 N P75->P43->P16->P138->P59->P1->P39->P117->P147->P126->P86->P42->P109->P123->P40->V150->P124->P93->V196->V151->V165->V176->P94->P87->P144->V184->V153->V157->V178->V174->V181->V162->V154->P38->P13->V190
6183.0000 M186 10000 8 603.0000 P66 V166 289 N P66->P75->V160->P26->V194->V191->V172->P11->V166
6452.0000 M214 10000 1 32.0000 P88 V180 299 N P88->V180
6797.0000 M95 10000 51 3947.0000 P143 V167 234 N P143->V185->V181->P39->V162->P129->V191->V165->V154->V188->P100->V171->P128->P28->P136->V176->P92->P79->P122->V160->P135->P107->P49->P116->V182->V164->P98->V178->V189->V150->P31->V169->P112->V172->P71->V170->V153->V175->V157->V196->V184->V151->V158->V159->V194->V177->V187->V180->P123->V156->V186->V167
7010.0000 M206 10000 24 830.0000 P122 V159 286 N P122->V179->V177->V154->V176->V171->V196->V160->P102->V169->P112->V170->V194->P96->V189->V198->P129->P10->V195->V174->P92->V167->V187->V186->V159
7259.0000 M237 10000 5 149.0000 P136 V198 297 N P136->P81->V167->P103->P34->V198
7375.0000 M97 10000 43 4465.0000 V188 V185 225 N V188->V175->V180->V174->P100->V168->P107->P135->V197->P94->P38->V187->V182->P1->V166->V171->V167->V159->P118->V178->P71->V191->V181->P123->V162->V153->V196->P31->V157->V150->V184->P149->P134->V158->V151->P129->V165->V194->V176->P20->V156->V190->V170->V185
7396.0000 M44 10000 35 6076.0000 P71 P102 198 N P71->P104->P107->P97->P100->V150->P31->V193->P93->P20->V156->V166->V184->V163->V159->P112->V188->P77->P132->P60->V153->V178->V170->V179->V177->P63->P26->P25->V198->P83->P45->P80->P17->P122->V165->P102
7487.0000 M101 10000 62 4457.0000 V165 V151 225 N V165->V154->V191->V188->P100->V162->V171->P128->P28->P136->V176->P92->P79->P122->P146->P48->P134->V182->V164->V163->P112->V153->V167->P135->V189->V161->P68->V186->V178->P49->V192->V181->P88->P13->V158->P20->V168->V195->V156->V157->P86->V169->P1->V198->P107->V196->P3->P98->V177->P123->P149->V170->P101->P65->V175->V155->V152->P39->V174->P18->V180->P12->V151
7559.0000 M80 10000 42 5159.0000 V190 P93 214 N V190->P68->V169->V197->V177->P119->V161->P50->V152->P7->P72->P127->V167->V151->P2->V174->V171->V184->V185->P110->V188->V156->V186->V198->V163->V194->P21->V166->V193->V189->P43->P69->V181->V187->P90->P52->P89->P81->P136->P79->P66->P73->P93
7582.0000 M217 10000 15 1072.0000 P30 V184 282 N P30->V187->V151->V182->V161->P49->V171->V168->V160->P78->P29->V180->V159->P36->P1->V184
7667.0000 M245 10000 10 317.0000 V197 P82 294 N V197->P23->P10->P39->P9->V156->P38->P61->V151->P123->P82
7809.0000 M193 10000 36 2019.0000 V182 P43 266 N V182->V196->P42->P93->P51->V174->P109->V187->V177->V194->P86->V186->V156->V190->V150->P129->P101->V169->P71->V195->V191->V159->V157->V154->V167->P10->V152->P57->P21->V192->P16->P22->P134->V172->V168->P84->P43
