# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
659.0000 M10 10000 6 359.0000 P33 P39 294 N P33->V196->V154->P93->P53->V164->P39
702.0000 M4 10000 13 582.0000 P130 V197 290 N P130->V170->V179->V189->P117->V186->P6->V194->V169->P129->V182->V152->P109->V197
1468.0000 M23 10000 22 778.0000 P74 V184 287 N P74->P30->V153->P124->V162->P134->V187->V174->P137->V173->V171->P101->V165->V161->V157->P50->V176->V170->P31->V164->P39->V190->V184
1511.0000 M28 10000 15 671.0000 P84 V167 288 N P84->V169->V161->V153->P133->V155->V170->P39->V177->V190->V157->V192->P21->P123->V166->V167
1905.0000 M41 10000 15 675.0000 P65 V170 288 N P65->V154->P146->P23->P10->P148->P91->V150->P37->V151->P90->P38->V152->V182->P145->V170
2072.0000 M39 10000 16 902.0000 V172 V189 284 N V172->V167->V168->P0->V160->V186->V177->P46->V176->V169->V178->V179->P33->V171->P100->V180->V189
2243.0000 M30 10000 18 1343.0000 V168 V189 277 N V168->V182->V163->P149->V166->V179->P3->P13->P99->V180->V194->V184->P102->V183->P117->V156->V152->P23->V189
2377.0000 M37 10000 33 1267.0000 V152 V161 278 N V152->P68->P117->P92->V159->V179->P17->P59->P109->V155->V177->P41->V151->P19->P129->V171->V178->P140->V180->P100->V176->P75->P89->V189->V198->P136->P2->V186->V184->V166->V196->V150->P80->V161
2976.0000 M81 10000 15 546.0000 P37 P52 290 N P37->P117->P24->P100->P66->P46->V162->P30->V188->P68->V169->V163->V192->P89->V151->P52
3816.0000 M82 10000 28 1356.0000 V151 P51 277 N V151->P100->P6->P91->P46->P24->P75->P66->V169->P89->P30->V192->V158->V163->V156->V154->V186->V189->P26->V178->V165->P76->P97->V177->V160->V188->V167->V195->P51
4044.0000 M70 10000 21 1944.0000 P39 V179 267 N P39->P132->V163->P123->P9->V172->V153->P45->P69->V196->V175->P148->V171->V159->P28->V158->V173->V190->V191->P63->P120->V179
4128.0000 M87 10000 25 1518.0000 P59 V167 274 N P59->P51->P64->V174->V162->V188->V178->V170->V192->P63->V184->P146->P92->P72->V189->V182->V164->V158->P42->P8->V179->V173->V166->V172->P45->V167
4198.0000 M100 10000 16 1198.0000 V178 V156 280 N V178->V160->P128->V166->P44->P56->V153->P80->V158->P87->V195->V155->P71->V186->V174->V189->V156
4225.0000 M129 10000 9 355.0000 P45 P17 294 N P45->V172->V163->P72->P111->P108->V180->V169->P46->P17
4427.0000 M52 10000 16 2867.0000 P82 V163 252 N P82->P55->V197->P95->P103->P7->P144->V161->P4->V150->V166->V176->P33->V189->V170->V153->V163
4438.0000 M69 10000 28 2368.0000 P14 P62 260 N P14->V159->P108->V178->P143->V180->V192->P101->V197->P81->V171->P78->P102->P148->V189->V165->V154->V166->P88->P58->P36->V179->V161->V177->V163->V185->V157->P94->P62
4468.0000 M97 10000 32 1558.0000 V188 V185 274 N V188->P149->V155->P59->V190->V184->P92->P146->P45->V189->V162->V164->P42->V158->V182->P72->P8->V179->V173->V166->V172->V163->P69->P133->V169->P93->P140->V180->P19->V167->P143->P20->V185
4552.0000 M25 10000 44 3802.0000 P3 V162 236 N P3->V196->V160->V167->V176->P41->V193->V194->V181->V192->P33->V186->V159->P19->V198->P149->P76->P89->V163->P59->P102->P73->P117->V184->V180->P140->P136->V179->P129->V189->P75->V154->V174->V157->V175->P26->P2->P97->V177->V188->P27->P56->P105->V170->V162
4910.0000 M63 10000 17 3020.0000 V194 P115 249 N V194->V159->V158->V165->P44->V166->V198->P76->P119->P2->V186->P19->V185->V180->V157->P108->P149->P115
5471.0000 M128 10000 22 1631.0000 P146 V164 272 N P146->V191->P46->P10->V165->P19->V172->V193->P78->P54->P79->P73->P81->P57->P42->P37->V195->P40->P7->V162->V174->P133->V164
5499.0000 M93 10000 33 2709.0000 P50 P100 254 N P50->V160->V150->P147->V164->V170->V176->P67->V190->V161->P33->V177->P88->V179->V185->V166->V163->P118->P12->P25->V198->V169->P63->V188->P75->V192->V162->V197->V191->P74->V187->P117->P140->P100
5511.0000 M65 10000 17 3561.0000 V153 V168 240 N V153->V196->P22->P126->V159->V158->P133->V184->V190->V172->V193->V151->P149->V157->P69->V197->P1->V168
5556.0000 M165 10000 17 606.0000 P82 P41 289 N P82->V193->V182->P23->V172->P95->V154->V151->V157->P32->V159->V153->P15->V156->V170->P83->P144->P41
5647.0000 M175 10000 6 397.0000 P100 V186 293 N P100->V161->V173->V192->P136->V171->V186
5894.0000 M79 10000 49 3524.0000 V165 P83 241 N V165->V173->V167->P0->P35->V151->V155->V195->P3->P64->P38->P93->V197->P52->V180->V181->V188->V162->P73->P116->P1->P56->P97->V170->P76->P27->V174->V158->P146->P110->V185->P82->V193->V182->V172->P6->V153->V159->P15->V156->P41->P144->P103->V164->P11->P24->V189->V168->V184->P83
6139.0000 M59 10000 66 4369.0000 V151 P25 227 N V151->V169->V178->P109->V176->P100->V179->V171->P136->P140->V184->V166->V196->V150->V152->P80->P89->P46->P23->V161->P99->P128->V167->V154->P87->P56->V164->V186->P37->V157->P65->V193->P91->P13->P30->P6->P112->P24->P44->P68->V155->V174->V160->V180->V168->V177->V175->V153->V187->P51->V195->P119->V189->V183->V182->V159->P107->P32->P22->V156->P146->P82->V162->P145->P70->P135->P25
6216.0000 M122 10000 8 2556.0000 P149 V187 257 N P149->V157->P93->P1->V189->V167->V192->P106->V187
6589.0000 M217 10000 1 79.0000 P30 V184 298 N P30->V184
6673.0000 M169 10000 13 1603.0000 P45 P51 273 N P45->P29->V198->P18->P97->V192->P42->P140->V196->P112->P64->P89->V164->P51
6721.0000 M146 10000 22 2341.0000 P122 V177 260 N P122->V179->P99->P68->P33->V176->V181->V183->P90->V173->V180->P118->P88->V164->V162->V168->V171->P109->V174->P140->V166->P7->V177
6775.0000 M201 10000 15 745.0000 P126 P13 287 N P126->P87->V160->P34->V181->V189->V195->V187->P112->P58->V164->P121->P138->P51->V191->P13
6791.0000 M152 10000 21 2231.0000 P41 P54 262 N P41->V170->V156->V180->V168->P96->P1->V172->V195->V185->V189->P22->P111->V188->V152->V173->P47->V197->V167->P106->V165->P54
6829.0000 M78 10000 37 4489.0000 V184 V198 225 N V184->V187->V168->P26->P22->V157->V165->P27->V169->V191->V164->V158->V159->P126->P96->P133->P69->P3->P140->P93->P1->V189->V167->V192->P106->V155->P47->V178->V173->V188->V151->V197->V152->P0->V161->V195->V183->V198
6942.0000 M209 10000 17 672.0000 P55 V192 288 N P55->P92->P63->V170->P48->V193->P24->V169->V167->P0->V161->V165->V195->V155->V183->V198->P106->V192
6960.0000 M200 10000 16 960.0000 P69 V156 284 N P69->V181->P117->V182->V195->P124->V189->V179->P137->V184->V172->V192->P103->V157->V173->V153->V156
7016.0000 M132 10000 22 3056.0000 P11 P99 249 N P11->P29->P134->P60->P6->P66->P80->P25->V182->V153->V184->V177->V179->P81->P144->V156->P95->P83->V170->P15->P41->P10->P99
7047.0000 M96 10000 35 4167.0000 P67 P55 230 N P67->V172->V150->V161->V166->V179->P138->V160->V159->P114->V190->V189->P44->V183->V167->V153->V164->P33->V163->P99->P68->V195->P61->P27->V184->P83->V162->V168->P103->P146->P116->P84->V193->V197->V198->P55
7114.0000 M237 10000 1 4.0000 P136 V198 299 N P136->V198
7142.0000 M137 10000 32 3032.0000 P120 P13 249 N P120->V166->V198->V191->V188->V187->P123->V168->P18->P136->V189->P8->P121->P58->V156->V195->V154->V181->P124->V160->V185->V173->V164->P112->P51->P138->V171->P77->P34->V162->V153->V193->P13
7147.0000 M232 10000 3 187.0000 P99 P29 296 N P99->P10->P140->P29
7209.0000 M205 10000 28 1059.0000 V194 V153 282 N V194->V150->P139->V190->V172->P4->V185->V196->P80->P12->V159->P53->V189->P100->V175->P149->V162->P101->V178->P136->V166->P44->V176->V184->V160->V167->V198->V174->V153
7287.0000 M224 10000 11 567.0000 V198 P145 290 N V198->V170->V183->V155->V187->P78->P143->V165->P3->V164->V168->P145
7411.0000 M220 10000 4 811.0000 P131 V185 286 N P131->V181->V189->V152->V185
