# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
565.0000 M8 10000 9 325.0000 P91 P143 294 N P91->P90->P52->P108->V154->V195->P109->V162->V166->P143
1162.0000 M17 10000 18 652.0000 P97 P135 289 N P97->V160->V193->P126->V167->V166->V191->V150->P86->P148->V176->P72->V151->V177->P99->V187->V174->V184->P135
1834.0000 M24 10000 17 1114.0000 P19 V182 281 N P19->P120->P106->P11->P68->P85->P2->P63->P22->P43->P128->V181->V165->P102->V164->V154->P21->V182
1938.0000 M57 10000 4 228.0000 P33 V184 296 N P33->P89->V176->V187->V184
2153.0000 M67 10000 1 143.0000 P120 P110 297 N P120->P110
2571.0000 M56 10000 17 891.0000 P21 P42 285 N P21->V188->V151->V154->V164->V182->P59->V163->P80->V161->V156->V191->P28->P129->P5->P145->V152->P42
2734.0000 M35 10000 21 1684.0000 V160 P110 271 N V160->V150->P58->P46->P136->P76->P138->V169->V167->V195->V170->V159->P87->V192->P104->V168->P71->V193->V156->V158->V171->P110
3083.0000 M54 10000 22 1463.0000 P149 V156 275 N P149->P80->V195->P129->P29->V191->P16->V186->V160->P22->P109->V190->V172->V178->P38->V197->V152->V179->V159->P138->V150->V185->V156
3474.0000 M51 10000 31 1944.0000 P44 P67 267 N P44->P0->P54->V153->P100->P131->P148->V180->P85->P37->V152->P43->P7->V189->P15->P93->P99->P119->P105->P121->P47->P149->P23->P35->P134->P118->P25->V157->V178->P8->P112->P67
3483.0000 M53 10000 28 1893.0000 V167 V152 268 N V167->V166->V150->P123->V165->P125->P75->V155->P130->V173->V192->P87->V168->V171->V190->V193->P136->V172->P104->V160->P126->V176->V151->P49->P96->V177->V170->V196->V152
3974.0000 M130 10000 2 74.0000 P24 P77 298 N P24->V163->P77
4004.0000 M113 10000 12 614.0000 V167 P72 289 N V167->P40->P113->P34->V190->P37->V186->P128->V189->P80->P86->P70->P72
4456.0000 M99 10000 21 1486.0000 P22 V169 275 N P22->P120->P81->V174->V189->V181->P3->V178->V163->P29->P98->P27->V180->V194->V152->V171->V193->V183->V192->P65->V150->V169
4521.0000 M87 10000 25 1911.0000 P47 V174 268 N P47->P92->P124->V187->V195->V173->P89->P119->P17->P21->P142->P132->V157->V181->V182->P30->V170->P137->P149->V168->V191->P57->P111->P59->V165->V174
4848.0000 M33 10000 34 3858.0000 P43 V152 235 N P43->P2->V177->V189->P59->P102->V165->P119->P24->P149->P9->V161->V162->V192->V169->V196->V157->V178->V181->P34->V150->V191->V167->V183->V154->P68->V153->P65->V174->P70->V184->V172->P73->P131->V152
4884.0000 M161 10000 3 54.0000 V154 P72 299 N V154->V163->P49->P72
5561.0000 M86 10000 20 2981.0000 P121 V191 250 N P121->P44->P146->P21->P31->P128->P134->V188->V173->P119->P47->P90->P3->P89->P17->P69->P73->P51->P86->V186->V191
5766.0000 M124 10000 26 2046.0000 P18 V190 265 N P18->P40->V196->P116->V173->P92->V184->V182->P34->V156->P123->P10->V152->P22->V195->V179->P39->P142->V158->V154->V192->P106->V183->V172->V169->P26->V190
6232.0000 M48 10000 42 4792.0000 P114 V197 220 N P114->P34->P18->P85->P100->P88->P48->V153->V175->P99->P92->P32->P121->V178->P134->V161->V187->V188->P21->V173->P119->P47->P90->P3->P89->P17->P69->P73->P51->P86->V186->V191->V166->P55->V192->V174->V182->V170->V194->V183->V156->V193->V197
6283.0000 M193 10000 4 493.0000 V187 P90 291 N V187->P55->V184->P116->P90
6397.0000 M115 10000 30 2947.0000 P97 V151 250 N P97->P136->P63->V197->V168->V173->P149->P141->P57->P139->P132->P104->P58->V165->V167->V189->V188->V196->V171->P30->P46->V172->P69->P133->P27->V174->V150->V152->P1->V187->V151
6802.0000 M188 10000 12 1162.0000 P68 V192 280 N P68->P26->V150->V190->P46->P107->P16->P14->P31->P3->P57->V177->V192
6871.0000 M55 10000 42 5221.0000 P24 P71 212 N P24->P36->V174->P34->P144->P107->P119->P131->P149->P73->P6->P20->V169->V188->V192->V151->V197->V165->V160->V185->V190->V153->V167->P94->V184->P113->P70->P128->P72->P92->V163->V180->P33->V181->V150->V158->V157->V178->P99->P111->P78->P17->P71
7449.0000 M210 10000 17 1149.0000 P36 V154 280 N P36->P23->P148->V181->P133->V164->V189->P60->P3->V192->V193->P74->V177->P45->P114->V172->P54->V154
7460.0000 M46 10000 56 6080.0000 P78 V176 198 N P78->V162->V194->V157->V177->V181->V188->P141->V151->V195->V182->V186->P109->V192->V179->V191->V167->V169->P4->V187->P91->V190->V172->V178->P22->P38->V197->V152->P28->P115->P31->P55->V166->P64->V189->V173->V159->P40->P130->V164->P114->V160->P139->P131->P93->P49->V165->P84->P34->P63->V183->P122->P11->P113->P8->P106->V176
8234.0000 M218 10000 26 1694.0000 P21 P14 271 N P21->V168->P68->V152->V181->P120->V150->P73->P23->P101->V158->V160->V186->V195->V165->V163->V166->V164->P16->V174->V187->V191->V189->V190->V169->V178->P14
8307.0000 M276 10000 3 27.0000 P53 V185 299 N P53->P8->V178->V185
8487.0000 M256 10000 15 807.0000 P61 V158 286 N P61->V177->V189->P78->V172->P5->V154->V184->V180->P34->V192->V163->V156->P111->P139->V158
8680.0000 M264 10000 9 760.0000 P113 P129 287 N P113->V165->V159->P47->P80->P124->P11->P133->P24->P129
8733.0000 M285 10000 8 183.0000 V182 V194 296 N V182->V154->P34->V174->V173->V189->P59->V191->V194
8800.0000 M281 10000 4 370.0000 V164 V195 293 N V164->V165->V159->P35->V195
8872.0000 M295 10000 2 22.0000 P41 V183 299 N P41->P80->V183
8974.0000 M208 10000 47 2734.0000 V178 V158 254 N V178->P43->V195->P62->P37->V176->P93->V159->V155->V177->V183->V184->P84->V160->P63->V163->V170->V191->P34->P5->V165->P49->P131->V171->P128->P122->V169->V164->P1->P8->V189->V161->V152->P142->V166->V185->P137->V174->V187->V194->V154->V150->P25->P42->V172->P107->V151->V158
9124.0000 M302 10000 5 64.0000 P17 P15 298 N P17->V196->V153->V160->V181->P15
9452.0000 M282 10000 26 992.0000 V166 P116 283 N V166->V163->V158->P103->V186->P119->P142->P111->P47->V160->P139->P56->P143->P148->P129->V171->P24->P20->P66->V192->P118->P82->P110->P22->P76->P97->P116
9624.0000 M190 10000 34 3924.0000 P85 V177 234 N P85->P70->V152->P58->P135->V192->V193->P60->V174->P136->V195->V186->P74->P54->P15->V161->V170->V178->P14->V150->V154->P8->V159->V172->P107->V151->V158->V184->V163->P46->P144->V196->V157->V168->V177
9920.0000 M297 10000 13 1010.0000 P146 P141 283 N P146->P120->V150->V165->P84->V169->P87->V188->P67->V176->V181->V192->V174->P141
9923.0000 M315 10000 4 473.0000 P149 P144 292 N P149->V169->V175->V159->P144
10005.0000 M328 10000 4 165.0000 P35 P89 297 N P35->P37->V188->V184->P89
10581.0000 M342 10000 7 321.0000 V188 V155 294 N V188->P95->P56->P58->V151->V194->V192->V155
11463.0000 M379 10000 1 93.0000 V173 P113 298 N V173->P113
11643.0000 M296 10000 44 2763.0000 P20 P13 253 N P20->V164->V173->V158->P137->V166->V153->V154->V177->P115->V183->P35->P25->P89->V160->P107->V172->V159->V169->V161->V171->V184->V188->V155->V178->P106->V186->V176->P12->V163->P149->P145->V196->V182->V170->V194->V162->V174->P53->P7->V181->V168->V157->V152->P13
11693.0000 M142 10000 89 7433.0000 P98 P99 176 N P98->P102->V191->P87->V182->V195->V194->P1->P4->V189->P15->V184->P143->V188->V175->P96->V197->V152->P67->V169->V153->P148->V166->V154->P43->V165->V156->P31->P136->V162->P36->V168->P140->V157->V172->P147->P138->P109->P105->P6->P45->V150->V163->P135->V167->P21->P68->P77->P40->V183->V176->V171->P70->P132->V174->P142->V159->P124->V158->V178->P19->V187->P7->V179->P59->P48->P9->P104->V181->P119->P47->P66->P83->P130->P26->P95->P58->P94->P123->P32->P73->P146->P115->P38->P127->P22->P0->P97->P46->P99
11960.0000 M361 10000 11 1130.0000 V172 P92 281 N V172->P60->P52->V166->V192->P105->P80->V171->P87->V183->P124->P92
11983.0000 M338 10000 37 1843.0000 P45 V160 269 N P45->P120->V190->V170->V181->P86->V180->P111->P65->V185->P76->P14->P7->V167->V194->V178->P53->P43->V154->P6->V159->V182->V171->V174->P11->P21->P36->P58->P136->V197->V168->P95->P129->V172->V164->P42->P22->V160
