# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
491.0000 M7 10000 1 281.0000 P9 P25 295 N P9->P25
1116.0000 M18 10000 11 576.0000 V161 V166 290 N V161->P149->V183->V159->P70->V176->P125->P85->V173->P11->V186->V166
1138.0000 M5 10000 13 988.0000 P137 P83 283 N P137->V159->P138->V182->V167->P29->V186->P97->P32->P23->P129->V162->P71->P83
1584.0000 M31 10000 13 654.0000 P96 P73 289 N P96->P134->V161->V181->V178->V172->P128->V180->V195->P78->V182->V154->P132->P73
1620.0000 M42 10000 7 360.0000 P27 V189 294 N P27->P105->P29->V163->P102->V154->V158->V189
1633.0000 M49 10000 3 163.0000 V197 V151 297 N V197->P99->P31->V151
1877.0000 M44 10000 13 557.0000 P111 V164 290 N P111->P67->V173->P20->V183->P86->V155->V150->P63->V184->V167->V193->V190->V164
2352.0000 M11 10000 15 2022.0000 P91 V161 266 N P91->P66->P108->P132->P87->P78->P134->P26->P147->V171->V180->V192->P144->V184->V188->V161
3006.0000 M24 10000 21 2286.0000 P19 V182 261 N P19->P76->P130->P127->P75->P39->V167->V177->V197->V191->P107->V166->P68->V160->V190->P88->V174->V163->V150->V184->V158->V182
3122.0000 M100 10000 1 122.0000 P30 P110 297 N P30->P110
3703.0000 M38 10000 32 2563.0000 V178 V188 257 N V178->P77->V161->V180->V181->P134->V182->V154->P78->P97->P30->P99->P3->V175->V156->V159->P31->V157->P40->P76->P92->V168->V170->V169->V164->P110->V186->P105->V171->P54->P138->V152->V188
3721.0000 M94 10000 18 901.0000 P26 P96 284 N P26->P55->V162->V176->V177->V192->P21->V184->V154->V189->P79->P72->V191->P115->P73->V170->V179->V156->P96
3828.0000 M88 10000 7 1188.0000 V155 P96 280 N V155->V171->P144->P126->P120->P72->P4->P96
3880.0000 M97 10000 9 970.0000 P137 V170 283 N P137->P37->V196->P91->V191->P29->P3->V167->V184->V170
3922.0000 M116 10000 8 442.0000 P144 V190 292 N P144->V151->P119->V178->V187->V158->V152->P96->V190
4092.0000 M87 10000 14 1482.0000 P47 V174 275 N P47->P120->P126->P12->P145->V152->V157->V190->P73->P75->V192->V151->V184->V165->V174
4161.0000 M126 10000 12 381.0000 P4 P145 293 N P4->P72->P96->V158->V152->V193->V187->V190->V192->P12->V172->V196->P145
4799.0000 M152 10000 10 239.0000 P67 P98 296 N P67->V164->V151->V192->V172->V163->V161->V171->V190->V179->P98
4895.0000 M124 10000 30 1175.0000 P18 V190 280 N P18->P149->V150->V164->P88->P141->V166->P15->V181->V153->V191->V156->V197->P32->V192->V176->V187->V184->V161->P92->V163->V178->P55->V196->P58->P80->V195->V170->V188->V175->V190
5557.0000 M17 10000 53 5047.0000 P97 P135 215 N P97->V186->P23->P32->P145->V192->V188->P52->V183->P65->V175->V170->V159->V168->V180->P67->P74->P100->V191->P57->P127->V179->P6->P48->P85->P13->V173->V187->P24->P44->P10->P123->P51->V189->P56->P125->V166->P147->P39->P35->P134->P77->P5->P46->P144->P43->P87->P126->P128->P88->P148->V169->P121->P135
5577.0000 M22 10000 50 4917.0000 P79 V155 218 N P79->P149->V164->V171->P135->V163->V195->V184->V178->V172->V189->V180->P10->P16->V179->V175->V151->P96->V194->P11->P131->V177->P81->P91->P75->P3->V196->V173->V153->V157->V167->V170->P85->V192->P8->P26->V160->P36->V174->P95->V161->V154->P70->V162->P32->P93->V186->V193->P73->P132->V155
5670.0000 M151 10000 13 1140.0000 P52 V158 281 N P52->P49->P17->P76->P73->V178->P106->V155->P131->P125->V193->V186->P100->V158
5753.0000 M132 10000 30 1793.0000 P35 V175 270 N P35->V177->P124->P100->V161->P10->P147->V166->P77->P39->P5->P134->V190->V171->V164->V188->V179->P98->P28->P149->V194->V174->V181->P65->V151->P24->P22->P120->P111->P57->V175
5928.0000 M169 10000 18 858.0000 P111 P28 285 N P111->P44->P2->V175->P136->P135->P68->P102->P8->P3->P80->P128->P50->P107->P76->P144->V168->P34->P28
6067.0000 M144 10000 32 1747.0000 P43 V159 270 N P43->P137->P147->P78->P35->P102->P2->P6->P5->P88->P119->P20->P148->P77->P57->P44->P128->P135->P80->V160->V156->V167->V176->P120->P111->P24->V175->V172->V170->P16->V187->V188->V159
6148.0000 M93 10000 38 3358.0000 V156 P2 244 N V156->P4->P118->V154->V176->V172->V171->V160->P65->V195->P133->V161->P46->V159->V190->V186->V182->P14->P68->P136->V155->V174->P143->P20->V175->P3->P102->P8->P80->P135->P128->P111->P57->P120->P28->P24->P13->P22->P2
6167.0000 M178 10000 14 827.0000 P121 P110 286 N P121->V169->V183->P35->V160->P77->V164->P66->P123->P128->V167->V176->P104->P140->P110
6573.0000 M219 10000 2 3.0000 V188 V167 299 N V188->V183->V167
6623.0000 M165 10000 15 1673.0000 P142 P140 272 N P142->P86->P55->P15->P84->V182->P81->V194->P69->V185->V165->P39->V179->P40->P118->P140
6840.0000 M52 10000 53 5280.0000 P2 P9 212 N P2->P76->V180->V168->P117->P124->P138->V191->P48->P24->P136->P58->P134->P0->P93->V178->V181->P143->V163->P122->P127->P95->P67->V162->V186->V197->V188->V156->P121->V171->V194->V179->V190->P149->V170->V183->V182->P28->V172->P118->V173->V195->V196->V153->P98->V165->P53->P91->V185->P11->V184->V169->V164->P9
6968.0000 M186 10000 8 1388.0000 P17 V171 276 N P17->P126->P101->P106->P68->P78->V196->V180->V171
6991.0000 M223 10000 5 301.0000 P38 P70 294 N P38->V180->V181->P52->V170->P70
7227.0000 M160 10000 38 2427.0000 P102 V170 259 N P102->P5->P20->P119->P148->P77->P57->P44->P128->P135->P80->V160->V156->V167->V176->P120->P111->P24->P66->P22->P28->P17->P2->P13->V186->V171->V159->P89->V179->P48->P124->P149->P134->P104->P72->V155->P34->V183->V170
7300.0000 M109 10000 47 4030.0000 P102 P85 232 N P102->V181->V183->V151->V166->P14->P38->V197->P136->V150->V162->V195->P68->V154->V190->P140->P114->P65->P28->V168->V171->P121->P11->P149->V175->V194->V170->V172->V180->V184->P123->V157->P71->P40->P27->P35->P118->P24->V159->V158->V153->V164->V173->V160->P58->P108->V155->P85
7390.0000 M174 10000 19 2170.0000 P13 P49 263 N P13->P41->V161->P92->V170->P131->P101->P126->P106->P68->P78->V196->V180->P36->V181->P93->V164->V189->V167->P49
7441.0000 M233 10000 7 451.0000 P38 P106 292 N P38->V151->V169->P81->V189->P32->V182->P106
7544.0000 M158 10000 30 2804.0000 P61 P138 253 N P61->V156->P19->P30->V191->P125->V154->P129->V170->V187->P137->V175->P136->P70->V188->V165->V155->V161->P50->P132->V192->P81->V189->P123->V169->P38->P53->P59->P27->V182->P138
7758.0000 M212 10000 20 1398.0000 P89 V158 276 N P89->P57->P122->V155->P124->P135->V179->P47->V196->V186->P149->V195->P103->P104->P66->V173->V159->V176->V194->P37->V158
7775.0000 M208 10000 17 1535.0000 V178 V158 274 N V178->P145->V171->V190->V168->P45->V197->V186->V184->P11->V164->V169->V163->V183->P19->P101->P66->V158
7874.0000 M257 10000 4 164.0000 P125 V162 297 N P125->P70->V154->V155->V162
7977.0000 M251 10000 17 447.0000 P103 P22 292 N P103->P135->V152->V194->V190->V197->V178->P55->V186->P41->V169->P134->V182->P80->P108->P58->V162->P22
8182.0000 M213 10000 20 1792.0000 P61 V157 270 N P61->P102->P144->P99->P59->P130->P133->V188->V189->P29->V166->V173->V170->P23->V151->V167->V194->P111->V163->V168->V157
8326.0000 M187 10000 32 2716.0000 P8 P45 254 N P8->P140->V167->P123->V176->P128->P2->P13->P24->P130->P22->P104->P17->P63->P34->P73->V185->P98->V152->V169->V159->P116->V164->V166->V173->V190->V195->V153->V165->V184->P3->P30->P45
8329.0000 M224 10000 30 1609.0000 P145 V189 273 N P145->P13->V178->P19->V183->V179->V166->P2->P46->V170->P48->P6->V152->P90->V186->P7->V155->V162->P105->V165->P104->V158->P37->V163->P25->V157->P148->V187->V150->V169->V189
8449.0000 M163 10000 48 3559.0000 P33 P57 240 N P33->V187->V173->P105->V165->V183->V196->V176->P21->V184->V191->P145->V178->V150->V164->V168->V171->V177->P6->P124->P88->P47->V155->V179->P90->V160->V161->P51->V152->P44->P43->P7->V154->P148->V174->P111->V151->V170->V166->P29->V194->V167->V163->P149->V157->V193->V180->V169->P57
8530.0000 M271 10000 7 400.0000 P75 P126 293 N P75->P98->P103->P107->V186->P21->V159->P126
8646.0000 M237 10000 17 1536.0000 V180 P135 274 N V180->V171->P12->P138->P39->P91->P131->P0->P140->P42->P99->P84->P41->P72->P75->V159->V192->P135
8656.0000 M280 10000 6 256.0000 V168 P120 295 N V168->P54->P33->V173->V180->V191->P120
8909.0000 M266 10000 7 929.0000 P77 V187 284 N P77->P116->V172->V167->V170->V189->V194->V187
8912.0000 M115 10000 38 5462.0000 P97 V151 208 N P97->V179->P82->P30->V158->P117->P89->V191->V150->P54->P47->V167->V176->P83->V168->V164->V182->V187->V184->V177->P124->P6->P88->V155->P46->P90->V170->V196->P57->V178->P48->V152->V180->P2->P61->P68->V161->V181->V151
9023.0000 M276 10000 8 743.0000 P53 V185 287 N P53->P145->V164->P60->P65->P50->P51->V179->V185
9038.0000 M196 10000 31 3158.0000 P37 V195 247 N P37->P60->P134->V157->P62->V193->V172->V166->V189->V192->P7->V156->V168->V150->V164->P83->P29->V183->V152->V163->V178->P44->P43->V180->P2->P61->P68->V161->V181->V151->V171->V195
9160.0000 M240 10000 19 1960.0000 P74 P110 267 N P74->P53->V160->V153->P0->P140->P42->P99->P84->P41->P72->P75->V159->V192->P135->V158->P47->P105->P138->P110
9411.0000 M195 10000 35 3561.0000 P54 P21 240 N P54->P49->P125->P20->P59->P144->P133->P130->P71->V188->P110->P60->P87->V150->V173->P128->V163->P143->V161->V180->V181->P111->V165->P94->P36->P57->V176->P33->V168->V169->P120->V153->V158->V157->P142->P21
9563.0000 M286 10000 12 983.0000 V159 P50 283 N V159->V194->P22->P122->P135->V158->P47->P105->P138->P110->P45->P81->P50
10087.0000 M314 10000 14 667.0000 P25 V193 288 N P25->P114->V165->P109->V180->P13->V173->P14->P17->V195->V175->V166->V177->V192->V193
10120.0000 M185 10000 58 4570.0000 P46 V191 223 N P46->P62->V190->V186->V158->P37->V196->V181->V171->P60->V152->P7->V180->P103->V164->V156->P134->V193->V151->V150->V168->P47->P6->P88->V155->V179->P90->V178->V169->V163->V183->P19->P101->P66->V162->P64->P118->V182->P72->V187->P25->P148->P41->V188->V157->V173->V166->P68->P136->V170->V165->P15->V194->P149->V153->P48->V161->V154->V191
10259.0000 M238 10000 43 3119.0000 V188 V194 248 N V188->V159->V192->P31->V193->V157->P49->V154->V167->P132->P50->V168->V151->P136->V164->P29->V166->P65->V173->V152->V176->V181->V190->P54->P33->V180->V191->P120->V165->V153->P119->P92->V169->V182->V197->V158->P142->P21->P57->P24->P0->P68->P91->V194
10338.0000 M283 10000 34 1848.0000 P4 P138 269 N P4->P66->P133->P75->P126->P121->P14->P3->P9->P109->P45->P114->P31->P116->P86->P40->P110->P72->P58->P46->P44->P102->V171->P59->P112->P97->P25->P82->P113->V170->P135->V175->P5->P107->P138
11218.0000 M278 10000 37 2878.0000 P91 V172 252 N P91->V159->V182->V186->V179->P124->P129->V152->V183->V181->V161->V174->P2->V195->V171->P95->V189->V157->V197->V169->P23->P106->V153->V191->V194->V167->V150->V154->P134->P120->V162->P140->P94->V176->V173->V177->V163->V172
12013.0000 M210 10000 33 5713.0000 P36 V154 204 N P36->V166->V171->P41->V196->P117->V192->V168->P20->V176->P33->V152->V190->P146->V169->P12->P62->P68->V159->V156->P91->V157->P98->P60->P76->P132->P141->P61->V155->V162->P118->P133->V179->V154
12054.0000 M355 10000 17 1404.0000 V182 V166 276 N V182->V176->P94->V173->V177->V154->V167->V189->V153->V152->V196->P114->V193->V168->P24->P55->V169->V166
12072.0000 M335 10000 31 2022.0000 V163 V179 266 N V163->V188->P34->V173->V196->V165->P90->V178->P109->V161->V180->P104->V190->P54->P46->P97->V164->P49->P11->V175->V193->V177->P26->P113->V169->V168->P42->V154->V162->P108->V191->V179
12380.0000 M387 10000 16 770.0000 P22 V175 287 N P22->P33->V178->V156->V187->P2->P130->V196->V170->P19->V190->V159->V185->V197->P16->V158->V175
12587.0000 M364 10000 18 1667.0000 P125 V156 272 N P125->V162->P38->V178->P92->V175->V169->P54->V183->V194->V185->V165->P85->V153->V166->V182->V163->P130->V156
12655.0000 M392 10000 15 895.0000 V151 P20 285 N V151->P67->V150->V180->P95->V171->P13->P44->V173->V153->V164->P103->P21->P48->V162->P20
12710.0000 M410 10000 12 410.0000 P25 P148 293 N P25->V169->V189->P56->P141->P22->V188->V155->P120->P132->V160->V167->P148
12755.0000 M340 10000 34 2555.0000 P57 P68 257 N P57->P62->P12->V159->V156->V155->V167->P78->V168->V172->V184->V158->P118->V163->V196->P40->P42->P136->V190->V164->V192->V189->V179->V162->P134->V154->P133->P37->P131->V171->V191->V170->V181->V176->P68
12824.0000 M225 10000 37 6074.0000 P113 P56 198 N P113->V150->P116->V184->V162->V175->V168->V155->P85->V170->P67->V188->V154->P38->V189->V192->V157->V151->V187->P77->V181->P30->P95->P140->V174->P110->V191->P50->V167->P32->P149->P34->P55->P83->V171->V180->P112->P56
12925.0000 M235 10000 63 5875.0000 P102 P80 202 N P102->V191->P96->P47->V151->V197->P79->V161->P119->V190->P148->P104->V189->V193->V163->P136->V194->V168->V166->V157->P111->V176->V165->P149->V195->P48->P11->P27->V162->P94->V182->V150->V170->V179->V177->P33->V155->P49->P120->V159->P140->V160->V178->V154->P114->V169->P24->P42->V183->P46->V152->P30->V172->V188->P70->V171->V186->P115->V167->P56->P38->P132->V180->P80
