# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
714.0000 M19 10000 8 144.0000 V167 V160 297 N V167->P21->V192->V187->V153->P63->V193->V166->V160
1001.0000 M12 10000 8 641.0000 P89 V164 289 N P89->P127->V178->P11->P20->V181->V167->P42->V164
1512.0000 M42 10000 14 252.0000 P27 V189 295 N P27->V178->V180->V182->P47->V184->P69->P24->P145->V186->V164->V167->V169->V175->V189
2391.0000 M11 10000 33 2061.0000 P91 V161 265 N P91->P21->P80->P128->V160->P65->V187->P17->V172->V184->V193->P20->V158->V192->V196->P142->V178->V191->P97->V179->V162->P42->P33->P75->V150->P125->V159->P129->P86->P69->P55->V197->V151->V161
2533.0000 M51 10000 10 1003.0000 P44 P67 283 N P44->V182->V173->P81->P34->V164->V189->P122->P39->P89->P67
3371.0000 M31 10000 49 2441.0000 P96 P73 259 N P96->P145->V195->P24->V184->P70->V172->V177->V191->V159->V152->V187->P28->P140->V162->V168->V167->V194->P50->P79->P75->V181->V154->V176->P127->P78->P94->P131->P52->P15->P37->P10->V158->V155->P125->V150->V178->V171->P144->V196->P107->P83->P98->V197->V170->P121->P118->P146->P3->P73
4376.0000 M41 10000 59 3146.0000 P68 P45 247 N P68->P19->P116->P62->P112->P141->V182->P106->P136->P53->P5->P30->P127->P7->P142->P15->P65->P14->P42->P145->P78->P118->P75->P18->P148->P50->P54->P52->P3->P101->P36->P29->P37->P126->P35->P88->P125->P48->P83->P139->P55->P27->P114->P86->P6->P34->P67->P121->V156->V157->P13->P73->P119->P91->P138->V172->V196->V173->V188->P45
4404.0000 M127 10000 15 594.0000 P70 V174 290 N P70->P65->V193->P100->V162->V166->V184->V159->V177->V182->V157->V152->P81->P111->V155->V174
4737.0000 M116 10000 14 1257.0000 P144 V190 279 N P144->P66->P73->V156->V157->P36->P13->P91->P119->P138->P106->P102->P80->V188->V190
4828.0000 M143 10000 3 538.0000 P30 P103 291 N P30->P115->P128->P103
4848.0000 M82 10000 32 2388.0000 P103 P80 260 N P103->P42->P139->P145->P116->V171->V169->P34->P75->V187->P67->P36->V174->P119->V192->P104->P57->P24->P48->P107->V157->V173->P97->V160->P17->V177->V161->P19->P77->P138->P50->P62->P80
5404.0000 M64 10000 24 3484.0000 P136 P78 241 N P136->P110->P22->V188->V169->V165->P67->V186->V180->P138->P122->V157->V194->P77->V192->P120->V154->P4->P149->P45->V167->P80->V156->P98->P78
5436.0000 M8 10000 42 5196.0000 P91 P143 213 N P91->V167->P57->V181->V166->V192->V153->V172->V168->P21->V160->P56->V176->P23->P24->P104->V165->P31->V174->P49->P58->P133->P60->V186->P89->P147->P73->P121->V154->P90->P112->P32->V162->P106->V197->P99->P125->P93->V177->P124->P51->V182->P143
5456.0000 M24 10000 74 4736.0000 P19 V182 221 N P19->P116->P98->P99->P92->V155->P149->V178->P137->P80->P68->P5->P95->P127->P106->P53->P145->P7->P42->P15->P65->P14->P142->P78->P118->P75->P18->P148->P50->P54->P52->P3->P101->P36->P29->P37->P126->P35->P88->P125->P48->P83->P139->P55->P27->P114->P86->P6->P34->P67->P112->P121->V156->V157->P13->P73->P119->P91->P138->V172->V196->V173->V188->P45->V167->V181->V152->P17->V161->V151->V174->V191->V190->P136->V182
6634.0000 M132 10000 28 2674.0000 P35 V175 255 N P35->V196->V151->P72->P147->V152->V181->V167->P73->P121->V154->P32->P46->P101->V162->V188->V182->V161->P37->V180->V165->P92->V183->P4->P29->V176->P112->V178->V175
6692.0000 M92 10000 29 3932.0000 P139 P133 234 N P139->P116->P50->V171->V169->V187->V193->V186->P62->P21->P60->V188->P31->V180->P85->P81->P77->P28->V195->P96->P149->P125->P51->P41->V183->P37->P94->V197->V161->P133
6864.0000 M18 10000 37 6324.0000 V161 V166 194 N V161->P26->V170->V182->V157->P74->P133->P115->P101->P57->P48->V162->P23->V176->V154->V196->P125->V171->P35->P14->V187->V185->V193->V186->P62->P21->P60->V188->P31->V180->P85->P81->P77->P28->V195->P51->P149->V166
6901.0000 M208 10000 17 661.0000 V178 V158 288 N V178->P68->V193->V164->V163->V192->V175->P10->V166->V194->V186->P58->P90->V161->V153->P23->V185->V158
6951.0000 M219 10000 9 381.0000 V188 V167 293 N V188->V187->P102->V189->V151->P69->V174->V164->V186->V167
6953.0000 M224 10000 4 233.0000 P145 V189 296 N P145->P1->P28->P63->V189
7394.0000 M168 10000 15 2354.0000 P34 P17 260 N P34->V195->P103->V197->V174->V179->V167->V162->P99->V192->P14->P134->P79->P142->V160->P17
7464.0000 M243 10000 7 174.0000 P36 P104 297 N P36->V187->V181->P110->V153->V160->V157->P104
7712.0000 M242 10000 10 452.0000 V184 P4 292 N V184->V171->V167->V177->V197->P139->P19->P21->P137->V173->P4
7856.0000 M78 10000 61 5516.0000 P122 P123 208 N P122->V189->V164->V174->V180->V182->P119->V183->P74->V192->V187->V162->P13->P52->P42->P25->P85->V154->P72->V177->P51->V191->V175->P40->V197->V163->P22->V169->V151->P92->V165->P37->V181->P88->P125->P56->V168->V173->P130->P133->V178->V158->P136->V156->V166->V179->V194->P16->P121->V170->V190->P10->V195->V184->V167->P21->P19->P80->P41->P53->V150->P123
8023.0000 M175 10000 36 2773.0000 V159 P85 253 N V159->P79->V162->P15->V174->V178->P16->P102->V179->V193->P67->V183->P110->V175->V158->V167->V185->V164->V166->P6->P44->V165->V161->V191->V155->P59->V187->V188->P148->P36->V153->V160->V157->P104->V156->P87->P85
8064.0000 M190 10000 33 2364.0000 P85 V177 260 N P85->P81->P77->P28->V195->P125->P51->P149->V180->P41->V183->P37->P94->V197->P31->V165->V161->P35->P71->V179->P143->P53->V184->P29->P109->V168->P100->V188->P141->P64->P147->P130->V191->V177
8093.0000 M257 10000 9 383.0000 P125 V162 293 N P125->P121->P145->V188->V194->V163->V169->P84->V185->V162
8159.0000 M258 10000 10 419.0000 P76 P6 293 N P76->P135->P141->P26->P11->P28->P68->P77->P107->V160->P6
8329.0000 M275 10000 5 79.0000 P8 V194 298 N P8->P128->V186->V187->V169->V194
8355.0000 M255 10000 9 705.0000 V156 V163 288 N V156->P24->V179->V166->V171->V182->V152->V159->V195->V163
8534.0000 M195 10000 37 2684.0000 P54 P21 255 N P54->P32->P41->P85->P81->P94->P96->P53->P16->P51->P91->P45->P109->P43->P35->P100->P71->P64->P73->P118->P124->P6->P88->P18->P25->V188->V161->P92->P31->P80->V184->V156->V169->V196->P123->V162->V197->P21
8813.0000 M285 10000 12 263.0000 V182 V194 295 N V182->V155->P132->V171->V172->P117->V191->V193->P113->V160->P1->P61->V194
8992.0000 M218 10000 24 2452.0000 P21 P14 259 N P21->V170->V182->P140->P20->V155->V178->P72->P75->V190->V174->P111->V156->P15->V184->P18->V173->P35->V189->V160->V187->P144->P8->P97->P14
9120.0000 M182 10000 45 3660.0000 P22 P14 239 N P22->P98->V185->P20->V167->P140->P50->P1->P49->V161->V189->V197->V177->P117->P91->P145->V179->P28->P63->V165->V184->P37->V180->P143->P109->P29->P100->V188->P141->P64->P77->V160->P53->P41->V150->P15->V173->P18->V187->P35->P75->P97->P8->V176->P25->P14
9234.0000 M213 10000 41 2844.0000 P61 V157 252 N P61->P20->P105->P146->P97->P7->P116->P70->P15->P120->P72->P75->V178->V155->V170->V182->P4->V173->V162->P130->V186->V193->V189->P57->P33->V183->V180->V159->V158->P81->V174->P78->P96->V161->V179->V175->V168->V169->V153->P74->V172->V157
9590.0000 M128 10000 44 5750.0000 V160 P16 204 N V160->V178->P18->P95->P54->V154->V170->P105->V167->V164->V162->P94->V150->V153->V161->V183->V157->V184->V159->V156->P29->P138->P120->V194->V187->V172->P97->P61->P20->P146->P116->P7->P46->P15->P70->P114->P108->P60->V177->V191->P13->P149->P41->P73->P16
9969.0000 M298 10000 21 1029.0000 P27 P69 282 N P27->V188->P34->P114->V158->P104->V184->P42->V171->P32->P66->V195->V173->P144->P132->P121->P106->V155->P75->V187->V193->P69
10009.0000 M314 10000 24 589.0000 P25 V193 290 N P25->V182->P75->P40->V171->P1->P134->P57->V173->P69->P84->V163->V174->P52->V184->P105->V154->V155->P133->P49->V175->P82->P100->P35->V193
10761.0000 M357 10000 1 51.0000 P94 V161 299 N P94->V161
10939.0000 M364 10000 1 19.0000 P125 V156 299 N P125->V156
