# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
3024.0000 M86 10000 4 444.0000 P89 P28 292 N P89->P4->P72->P105->P28
3067.0000 M102 10000 1 7.0000 W171 P75 299 N W171->P75
3157.0000 M13 10000 13 2767.0000 P83 P135 253 N P83->P132->P112->P137->P20->P33->P41->P58->P64->P80->P16->P136->P37->P135
3319.0000 M10 10000 20 3019.0000 P33 P39 249 N P33->P53->P136->P0->P86->P134->P97->P4->P14->P29->P40->P46->P109->P18->P88->W171->P45->W195->W178->P77->P39
3706.0000 M97 10000 14 796.0000 W188 W185 286 N W188->W160->W194->W157->W197->P109->W183->W156->W172->W153->W189->W168->W190->W176->W185
3979.0000 M15 10000 39 3529.0000 P62 P31 241 N P62->P54->P84->P67->P129->P91->P76->P27->P61->P127->P26->P114->P136->P107->P103->P32->P96->P124->P20->P52->P93->P111->P115->P73->W154->P118->W175->W159->W173->P134->P122->P66->W188->W191->P30->P3->W172->W183->P79->P31
4087.0000 M35 10000 8 3037.0000 W193 W173 249 N W193->W163->W194->W176->W162->P79->P78->W180->W173
4355.0000 M47 10000 37 2945.0000 W177 P103 250 N W177->W178->W171->W192->W150->W179->W182->W159->W165->W191->W190->W166->W197->W175->W168->W152->P80->W189->W170->W198->W185->W154->W172->W194->W160->W186->W193->W187->W161->W169->P25->P144->W164->W196->W151->W176->W174->P103
4392.0000 M113 10000 14 1002.0000 W173 P56 283 N W173->W177->W193->W171->W157->W191->W159->W175->W172->W181->W183->P10->P146->P17->P56
5140.0000 M29 10000 24 4270.0000 P5 P100 228 N P5->P65->P22->P63->W150->W189->P82->P51->P117->W170->W176->W168->W195->W163->W169->W185->W152->P41->P98->P130->P53->P75->P141->P146->P100
5245.0000 M168 10000 4 205.0000 P46 W159 296 N P46->P92->P112->W153->W159
5588.0000 M166 10000 5 608.0000 P78 P58 289 N P78->P115->P8->P36->P0->P58
5724.0000 M37 10000 27 4614.0000 W152 W161 223 N W152->W158->W189->W173->P116->P15->P86->P104->W185->P34->P4->P45->P87->W195->W171->P97->P88->P142->P113->W169->P132->W194->W186->P25->P131->P123->P103->W161
5856.0000 M74 10000 26 3636.0000 P29 P53 239 N P29->P147->P18->P91->P98->P104->P89->P65->P72->P34->P131->P141->P11->P44->P102->P88->P103->P120->P119->P123->P142->P63->P43->P20->P26->P62->P53
5865.0000 M61 10000 60 4035.0000 P5 P89 232 N P5->P31->P139->P63->P70->P0->P6->P123->P38->P74->P116->P72->P130->P134->P131->P9->P82->P146->P28->P15->P46->P44->P100->P108->P90->P22->P33->P84->P138->P103->P51->P105->P128->P91->P62->P96->P104->P55->P20->P45->P52->P60->P107->P98->P41->P23->P141->P53->P26->P75->P42->P88->P43->P143->P113->P59->P142->P66->P147->P17->P89
5961.0000 M158 10000 22 1221.0000 P32 P1 279 N P32->P100->P106->P88->P65->P43->P26->P142->P107->P147->P41->P113->P130->P146->P89->P42->P20->P91->P25->P75->P138->P5->P1
6025.0000 M172 10000 23 865.0000 W170 P27 285 N W170->W177->P137->P141->P82->P59->P100->P108->P36->P31->P26->P17->P43->P37->P113->P88->P0->P58->P47->P96->P20->P80->P142->P27
