# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
774.0000 M23 10000 6 84.0000 P74 W184 298 N P74->P131->P140->W171->W172->W195->W184
928.0000 M30 10000 2 28.0000 W168 W189 299 N W168->W196->W189
941.0000 M11 10000 12 611.0000 P82 P57 289 N P82->P108->P134->W154->W195->W171->P74->P131->P140->P72->P64->P109->P57
1147.0000 M21 10000 8 517.0000 P73 P58 291 N P73->P76->P25->P3->P149->P53->P128->P105->P58
1316.0000 M39 10000 7 146.0000 W172 W189 297 N W172->W150->W178->W163->W167->W153->W194->W189
2093.0000 M42 10000 5 833.0000 P1 W177 286 N P1->W181->P5->P62->P83->W177
2436.0000 M70 10000 9 336.0000 P39 W179 294 N P39->P93->W183->W155->W172->W188->W182->W194->W178->W179
2538.0000 M84 10000 2 18.0000 P21 P77 299 N P21->P141->P77
2606.0000 M35 10000 29 1556.0000 W193 W173 274 N W193->W157->P41->W182->W160->W171->P148->W158->P108->W159->P61->P129->W179->P20->P19->P130->P11->W174->W169->P34->P131->P114->W163->W198->W185->W153->W166->W152->P74->W173
2780.0000 M6 10000 19 2600.0000 P57 P122 256 N P57->P83->P40->W155->W150->W185->W163->P142->P97->P50->W161->P4->P75->P22->P2->P9->P36->P63->P49->P122
2888.0000 M78 10000 4 548.0000 W184 W198 290 N W184->W158->W171->W196->W198
3487.0000 M28 10000 41 2647.0000 P84 W167 255 N P84->P1->P62->P136->P23->P7->P36->P14->P56->P121->P91->P122->P69->P143->P29->P82->P26->P94->P11->W157->W174->P131->W181->W169->P34->W171->W158->W190->W196->W153->W183->W156->W191->W173->W194->W178->W195->W154->W184->W180->W161->W167
4296.0000 M8 10000 28 4056.0000 W198 W172 232 N W198->W166->W167->P99->P113->P98->P88->P100->W192->W189->W170->W195->W162->W154->W186->P126->P125->P149->P124->P3->P101->P40->P127->P96->P103->P24->P12->P65->W172
4443.0000 M100 10000 21 1443.0000 W178 W156 275 N W178->W195->W154->W184->W180->W161->W167->W197->P34->P144->P21->P55->P42->P10->W164->P147->P28->W186->W159->W194->W196->W156
4463.0000 M129 10000 7 593.0000 P45 P17 290 N P45->P143->P7->P62->P101->P48->P75->P17
5305.0000 M91 10000 21 2575.0000 P101 P143 257 N P101->W179->W169->W160->W182->W186->W181->P40->W183->W195->W157->W166->W175->W197->P2->P9->P78->P68->P89->P62->P118->P143
5466.0000 M106 10000 13 2286.0000 P73 W153 261 N P73->P24->P103->P136->W173->W176->P99->W178->P72->W158->W168->W154->W183->W153
5717.0000 M171 10000 5 587.0000 P103 W175 290 N P103->W162->W167->W198->W195->W175
5788.0000 M7 10000 14 5578.0000 P130 P120 207 N P130->P60->P125->P99->P17->P133->P71->P40->P98->W155->P24->P73->P118->P115->P120
6090.0000 M167 10000 13 1080.0000 P25 P101 282 N P25->P17->P60->P107->P141->P128->P10->P116->P84->P129->P96->P54->P50->P101
6354.0000 M185 10000 7 804.0000 P96 P136 286 N P96->P25->P91->P146->P107->P89->P129->P136
6911.0000 M46 10000 41 5531.0000 P45 W176 207 N P45->P138->P13->P106->P16->P75->P18->P7->P56->P141->P122->P21->P66->P49->P55->P72->P70->P128->P102->P22->P77->P63->P46->P90->P48->P143->P4->P146->P30->P86->P100->W185->P132->P133->W193->W171->W166->W173->P148->P52->W153->W176
