# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
755.0000 M20 10000 3 155.0000 P35 P41 297 N P35->P139->W178->P41
964.0000 M31 10000 1 34.0000 P96 P73 299 N P96->P73
1140.0000 M19 10000 7 570.0000 W167 W160 290 N W167->W165->W159->W163->W179->W164->W158->W160
1356.0000 M34 10000 5 336.0000 P121 W165 294 N P121->W187->W183->W186->W156->W165
1388.0000 M14 10000 3 968.0000 P141 P134 283 N P141->P133->P147->P134
1665.0000 M55 10000 1 15.0000 P24 P71 299 N P24->P71
2832.0000 M74 10000 7 612.0000 P30 W168 289 N P30->P11->P83->W177->W157->W181->W153->W168
3453.0000 M115 10000 1 3.0000 P97 W151 299 N P97->W151
3585.0000 M106 10000 10 405.0000 W178 P143 293 N W178->W197->W154->W183->W184->P29->P54->P122->P81->P37->P143
3880.0000 M121 10000 9 250.0000 P58 P54 295 N P58->P126->P113->P29->P68->P32->P72->P44->P52->P54
3965.0000 M116 10000 9 485.0000 P144 W190 291 N P144->P14->W151->W171->W173->W160->W165->W157->W195->W190
4144.0000 M81 10000 5 1714.0000 P77 P120 271 N P77->P83->P11->P111->P70->P120
4398.0000 M110 10000 12 1098.0000 P116 W193 281 N P116->W166->W161->W189->W173->W181->W153->W156->W170->W178->W159->W195->W193
4842.0000 M153 10000 2 252.0000 P63 P79 295 N P63->P0->P79
5379.0000 M27 10000 25 4569.0000 P119 P9 223 N P119->P95->P105->P90->P110->P64->W173->W165->W155->W186->W184->P131->W196->W197->W174->P136->P8->P132->P93->P86->P25->P35->P101->P37->P48->P9
5439.0000 M136 10000 12 1359.0000 P4 W195 277 N P4->P49->P110->W193->W168->W184->W152->W150->W183->W151->W171->W197->W195
5760.0000 M137 10000 26 1650.0000 P113 P125 272 N P113->P89->P17->P57->P14->P37->P28->P137->P75->P13->P44->P73->P68->P119->P58->P144->P74->P78->P69->P21->W176->W158->P136->P4->P77->P93->P125
