# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
619.0000 M9 10000 8 349.0000 W151 P132 294 N W151->W190->W153->W194->W181->P77->P101->P114->P132
830.0000 M16 10000 8 350.0000 P9 P97 294 N P9->P143->P57->P95->P115->P20->P118->P19->P97
1167.0000 M24 10000 13 447.0000 P19 W182 292 N P19->P57->P124->P130->P32->W155->W178->W176->W196->W188->W168->P47->W162->W182
2079.0000 M53 10000 14 489.0000 W167 W152 291 N W167->W176->W159->W196->W197->P120->P83->P25->P148->P34->W195->W169->W164->W166->W152
2372.0000 M6 10000 23 2192.0000 P143 P42 263 N P143->W170->W171->W156->W184->W155->W173->W189->W179->W191->P58->P104->P134->P144->P37->P66->P103->P48->P28->P67->P56->P59->P88->P42
2425.0000 M59 10000 3 655.0000 W194 P90 289 N W194->W161->P130->P90
2596.0000 M33 10000 5 1606.0000 P43 W152 273 N P43->P101->W191->P133->W162->W152
2712.0000 M49 10000 13 1242.0000 W197 W151 279 N W197->W169->W186->W165->W168->W172->W160->W182->W180->W162->W187->W189->W170->W151
3058.0000 M55 10000 12 1408.0000 P24 P71 276 N P24->P149->P66->P61->P62->P60->P115->P117->P40->P42->P83->P127->P71
3476.0000 M32 10000 18 2516.0000 P99 P66 258 N P99->P3->P140->P94->P142->P122->P75->W174->W164->P90->P53->P1->P88->P132->P59->P9->P117->P23->P66
3782.0000 M119 10000 10 212.0000 P119 P17 296 N P119->P48->P27->P69->P49->P122->P112->P1->P68->P133->P17
3803.0000 M120 10000 8 203.0000 P107 P10 296 N P107->P113->P90->P74->P134->P106->P124->P86->P10
5665.0000 M144 10000 5 1345.0000 P43 W159 277 N P43->P66->W168->W186->W192->W159
5683.0000 M159 10000 12 913.0000 P134 P22 284 N P134->P117->P87->P37->P93->P149->P114->P27->P55->P98->P48->P109->P22
5910.0000 M156 10000 13 1230.0000 P117 P133 279 N P117->P87->P37->P149->P93->P134->P114->P27->P55->P98->P48->P109->P22->P133
6154.0000 M143 10000 33 1864.0000 P30 P103 268 N P30->P69->P112->P2->P49->P125->P133->P27->P130->P17->P26->P5->P84->P119->P129->P108->P113->P136->P35->P128->P116->P96->P16->P8->P122->P111->P41->P88->P76->P106->P42->P50->P142->P103
6571.0000 M219 10000 1 1.0000 W188 W167 299 N W188->W167
7171.0000 M239 10000 1 1.0000 P62 P19 299 N P62->P19
7494.0000 M211 10000 22 1164.0000 W178 P9 280 N W178->W185->W157->W173->W184->W171->P76->P114->P115->P92->P16->P73->P121->P22->P131->P130->P41->P142->P135->P31->P84->P6->P9
7565.0000 M162 10000 32 2705.0000 P93 P12 254 N P93->P37->P87->P117->P134->P149->P114->P27->P55->P98->P48->P109->P22->P133->P45->P80->P39->P31->P119->P102->P126->P116->P61->P100->P49->P122->P139->P108->P59->P110->P21->P29->P12
7727.0000 M221 10000 22 1097.0000 W196 P37 281 N W196->W188->W187->W195->W163->W167->W183->W175->W166->W185->W181->W160->W171->W158->W177->W194->W168->W164->W151->W186->P70->P86->P37
7896.0000 M148 10000 41 3456.0000 W167 P140 242 N W167->W186->W177->W189->W151->W185->W194->W182->P93->P114->P19->P78->P98->P149->P55->P27->P109->P48->P22->P133->P45->P80->P39->P31->P119->P102->P126->P116->P61->P100->P49->P122->P139->P108->P59->P110->P21->P29->P12->P76->P105->P140
8246.0000 M264 10000 4 326.0000 P113 P129 294 N P113->P78->P50->P138->P129
8283.0000 M274 10000 1 63.0000 P40 W170 298 N P40->W170
8781.0000 M228 10000 25 1941.0000 P100 P82 267 N P100->P122->P49->P139->P108->P59->P110->P21->P29->P12->P76->P105->P140->P91->P87->P16->P123->P4->P1->P95->P97->P130->P119->P93->P64->P82
8803.0000 M277 10000 11 493.0000 P94 P41 291 N P94->P89->P118->P137->P102->P14->P49->P88->P8->P29->P68->P41
8900.0000 M210 10000 22 2600.0000 P36 W154 256 N P36->W183->W153->W175->W185->W166->W163->W196->W187->W181->W160->W171->W158->W177->W194->W168->W164->W151->W186->P70->P86->P37->W154
9329.0000 M293 10000 4 539.0000 P20 P147 291 N P20->P63->P105->P53->P147
10540.0000 M327 10000 7 730.0000 P145 P7 287 N P145->P8->P37->P126->P84->P134->P59->P7
11290.0000 M203 10000 27 5200.0000 P5 W163 213 N P5->P35->P68->P128->P13->P96->P6->P84->W190->W165->P129->P106->P144->P113->P93->P103->P50->W197->W173->P143->W191->W168->W181->P57->P30->P69->P56->W163
12078.0000 M388 10000 15 438.0000 P18 P52 292 N P18->P86->P63->P73->P68->P26->P107->P27->P50->P105->P2->P71->P12->P29->P127->P52
12374.0000 M215 10000 24 5924.0000 W167 P19 201 N W167->W180->W151->W187->W196->W185->W188->W195->W163->P127->P145->P43->P143->P13->P37->P82->W156->P84->P4->P133->P90->P139->P33->P8->P19
12538.0000 M403 10000 4 448.0000 P111 P60 292 N P111->P114->P137->P3->P60
12553.0000 M355 10000 16 1903.0000 W182 W166 268 N W182->W184->W173->W190->W187->W150->P88->P59->P58->P54->P44->P131->W164->W194->W167->W174->W166
12647.0000 M213 10000 62 6257.0000 P61 W157 195 N P61->P39->P80->P119->P100->P126->P122->P102->P59->P139->P108->P110->P21->P29->P12->P76->P105->P140->P91->P87->P16->P123->P4->P1->P95->P97->P130->P93->P64->P82->P141->P13->P127->P46->P67->P34->P83->P134->P45->P88->P143->P58->P106->P109->P124->P72->P138->P78->P20->P77->W188->W189->P103->P35->P115->W170->W180->W172->W150->W151->W186->W153->W157
12666.0000 M409 10000 8 396.0000 W194 W153 293 N W194->W176->W181->W159->W186->W195->W151->W150->W153
12666.0000 M246 10000 56 5286.0000 P73 P71 211 N P73->P56->P16->P82->P4->P122->P41->P102->P135->P52->W158->W187->W188->P2->P38->P108->P148->W155->W195->W161->P120->P94->W174->W180->W191->W154->P66->P136->P114->P1->P117->P20->P3->P93->P23->P70->P39->P85->P119->P141->P12->P99->P51->P61->P22->P124->P91->P55->P86->P45->P146->P105->P64->P57->P107->P37->P71
13441.0000 M448 10000 1 1.0000 W171 W164 299 N W171->W164
13855.0000 M235 10000 81 6805.0000 P102 P80 186 N P102->P21->P122->P105->P108->W182->W185->W179->P79->P110->P95->P74->P149->P66->P144->P29->P42->P71->P14->P94->P22->P68->P76->P124->P114->P136->P3->P93->P85->P70->P39->P119->P73->P49->P121->P141->P127->P138->P129->P67->P103->P130->P77->P27->P44->P2->P38->P99->P12->P51->P61->P91->P55->P1->P45->P82->P20->P86->P16->P36->P57->P37->P146->P64->P59->P107->P62->P50->P109->P6->P5->P26->P137->P10->P18->P46->P47->P115->P53->P125->P54->P80
13910.0000 M430 10000 8 1010.0000 P80 P133 283 N P80->P126->P115->P86->P91->P140->P41->P112->P133
14048.0000 M383 10000 14 2558.0000 W197 P59 257 N W197->W182->P100->W158->W154->P2->P117->P14->P15->P99->P20->P113->P16->P3->P59
14298.0000 M475 10000 1 48.0000 P21 W167 299 N P21->W167
14339.0000 M446 10000 12 959.0000 P142 P60 284 N P142->P82->P147->P30->P42->P86->P98->P126->P90->P44->P10->P71->P60
14457.0000 M466 10000 10 477.0000 P2 P113 292 N P2->P37->P12->P5->P124->P40->P80->P8->P75->P129->P113
14498.0000 M206 10000 33 8318.0000 P5 W157 161 N P5->P68->P128->P13->P96->P6->P84->W190->W165->P129->P106->P144->P113->P93->P103->P50->W197->W173->P143->W191->W168->W181->P57->P30->P69->P56->W163->P135->P74->P94->W184->W177->P109->W157
14542.0000 M456 10000 13 862.0000 P41 W192 285 N P41->P140->P50->P49->P13->P144->P38->W162->W155->W178->P133->P11->W173->W192
14662.0000 M436 10000 28 1582.0000 W161 P23 273 N W161->W181->P57->P46->P125->P5->P103->P4->P36->P115->W170->W190->P61->P80->P135->P123->P54->P129->P2->P12->P93->P40->P146->P75->P124->P8->P28->W150->P23
14696.0000 M379 10000 39 3326.0000 W173 P113 244 N W173->W172->P99->P1->P82->W155->P128->P10->W178->W193->W161->W181->P57->P46->P125->P5->P103->P4->P36->P115->W170->W190->P61->P80->P135->P123->P54->P129->P2->P12->P93->P40->P146->P75->P124->P8->P28->W150->P23->P113
14772.0000 M406 10000 38 2592.0000 P61 P3 256 N P61->P18->P26->P99->P71->P108->P127->P20->P6->P45->P55->P29->P16->P10->P62->P47->P59->P109->P53->P37->P125->P36->P103->P46->P15->P5->W177->W181->W180->P40->P8->P75->P80->P113->P129->P83->P54->P146->P3
14779.0000 M481 10000 11 349.0000 P8 P108 294 N P8->P75->P129->P113->P54->P59->P146->P93->P99->P28->P23->P108
14988.0000 M473 10000 21 798.0000 W158 P34 286 N W158->W170->W192->P61->P129->P54->P135->P93->P46->P146->P2->P12->P28->P40->P23->P75->P41->P8->P59->P96->P99->P34
15003.0000 M425 10000 22 2253.0000 P57 P108 262 N P57->P29->P26->P16->P55->P18->P62->P10->W196->W197->P45->W180->W150->P124->P8->P28->P23->P113->P59->P41->P99->P96->P108
15656.0000 M518 10000 2 116.0000 P36 P70 298 N P36->P3->P70
